counter,start,storeDLT,storeKfrags,finish
0,2944,6474,123,72,108
16,3265,13740,117,64,142
10,12239,13659,115,63,111
3,22424,13425,120,67,116
1,22028,31047,115,64,111
4,23081,33412,122,65,117
2,20123,42343,114,65,106
17,19287,51308,123,63,123
5,17740,60100,126,69,108
18,17842,59830,121,62,107
14,15304,68140,120,104,121
9,63417,25631,121,70,109
7,68276,19440,121,68,107
6,68147,24225,117,66,115
8,71836,37647,117,90,112
12,62106,42022,117,69,114
15,65787,50404,125,70,109
11,47280,60881,124,72,110
13,48805,68872,123,73,108
19,20584,3462,115,70,121
