counter,start,storeDLT,storeKfrags,finish
0,2944,10689,177,70,109
16,3265,19224,115,77,111
10,12239,19776,130,70,109
3,22424,20509,121,70,117
1,22028,29458,116,76,116
4,23081,37815,115,65,107
2,20123,46246,128,70,112
17,19287,56742,121,70,106
5,17740,65564,120,72,113
18,17842,64713,116,68,107
14,15304,76464,122,79,109
9,63417,32049,115,67,110
7,68276,21390,114,63,110
6,68147,26584,121,68,109
8,71836,39771,123,66,110
12,62106,47612,120,72,109
15,65787,57697,133,68,108
11,47280,63362,117,76,107
13,48805,74314,122,81,108
19,20584,9003,129,68,128
