counter,start,storeDLT,storeKfrags,finish
1,1144,1268,63,40,93,10
0,1131,1354,15,13,18,10
2,1109,2026,6,5,12,9
7,1330,1942,11,4,11,5
14,1059,2259,10,17,38,12
3,2240,1555,10,10,9,4
5,2723,1402,7,10,10,11
17,1084,2353,6,12,11,8
16,1100,1823,9,26,29,7
9,1519,1842,6,4,9,5
18,1741,1623,8,12,13,5
15,1131,1473,7,12,28,16
11,1177,2601,6,11,13,18
4,1057,2638,8,7,16,16
6,1080,1340,17,36,53,45
13,1095,1571,22,14,18,10
10,1129,1477,6,8,26,11
12,1058,1580,7,7,12,5
8,1757,1203,6,4,11,8
19,1224,1266,26,17,33,9
