counter,start,storeDLT,storeKfrags,finish
0,2913,16700,115,78,120
8,2758,23773,118,86,163
14,3248,37397,141,100,113
1,4130,46789,119,75,128
15,4910,57500,129,84,123
3,5490,69932,127,76,112
9,5396,83645,159,94,164
7,18343,85915,114,77,122
13,18642,96030,158,86,110
11,51727,73949,111,66,128
5,73187,63349,140,85,134
16,82135,59266,135,93,126
2,85239,74539,123,85,129
10,81662,84980,116,90,112
17,82175,94763,113,81,111
6,79468,101505,131,84,114
4,89161,92366,137,105,110
18,84117,99572,122,68,136
12,75687,115912,134,83,128
19,66122,110345,121,71,115
