counter,start,storeDLT,storeKfrags,finish
0,2913,16344,125,81,125
8,2758,27061,148,74,112
14,3248,34817,113,72,124
1,4130,50224,183,82,146
15,4910,53993,135,84,115
3,5490,69361,150,123,117
9,5396,80417,125,77,126
7,18343,84170,119,88,156
13,18642,93979,127,68,145
11,51727,73758,113,68,111
5,73187,66537,151,99,130
16,82135,64042,120,103,116
2,85239,74192,117,88,110
10,81662,85259,129,75,126
17,82175,93705,119,77,111
6,79468,103677,127,83,136
4,89161,90957,151,84,121
18,84117,102753,130,87,133
12,75687,114824,115,90,131
19,66122,110099,116,140,110
