counter,start,storeDLT,storeKfrags,finish
0,2387,3255,217,267,495
4,2434,5973,23,37,10
1,5353,3834,68,84,131
9,5522,5156,113,215,59
6,4805,8086,17,22,7
2,6707,10077,59,31,8
5,7359,5147,13,13,6
3,4473,2620,47,203,162
8,2344,2465,81,48,61
7,2356,3255,104,149,18
