counter,start,storeDLT,storeKfrags,finish
0,2848,4285,192,156,152
10,4896,13128,121,70,106
7,3760,19367,120,70,116
2,5973,26266,111,67,107
5,5769,34251,128,66,104
18,6789,38454,210,72,108
4,13165,39493,110,65,107
12,12877,47594,114,64,108
19,38216,28780,1153,727,505
3,43378,41058,109,67,106
1,45881,47939,110,61,136
16,39604,76055,117,87,293
8,45339,99168,111,61,133
9,49208,113455,111,60,157
6,58256,131915,110,63,106
15,56942,140367,114,82,113
17,30246,141472,113,65,116
13,50309,144248,111,62,114
11,51929,156912,111,74,112
14,46892,160010,115,71,121
