counter,start,storeDLT,storeKfrags,finish
0,2838,4264,120,68,120
1,2765,12856,112,73,103
5,1781,22201,113,67,102
3,11706,22139,113,60,102
2,20867,24370,136,69,102
14,23502,23545,115,69,103
19,22923,33122,111,64,108
10,26722,42037,111,63,109
6,23506,50415,110,65,106
9,30620,50643,170,75,106
16,28553,58200,110,64,111
8,24718,67418,114,65,108
7,29150,75919,111,65,103
4,27446,75300,111,67,106
11,25291,83769,119,62,107
18,56101,57581,113,73,104
17,53846,66194,115,73,105
15,81080,19826,119,66,102
13,61012,29394,109,70,104
12,44107,19486,117,63,103
