counter,start,storeDLT,storeKfrags,finish
0,2838,8998,123,69,102
1,2765,20345,112,67,132
5,1781,26164,125,69,105
3,11706,26429,112,65,130
2,20867,28836,118,67,104
14,23502,28919,111,69,123
19,22923,37467,123,61,101
10,26722,46040,119,64,103
6,23506,54647,113,66,113
9,30620,55516,114,81,128
16,28553,62341,111,66,123
8,24718,71319,112,69,110
7,29150,80282,111,60,103
4,27446,79675,117,73,110
11,25291,88127,123,69,118
18,56101,62248,112,65,103
17,53846,70208,121,70,102
15,81080,24314,121,65,101
13,61012,33811,110,67,109
12,44107,23848,109,65,107
