counter,start,storeDLT,storeKfrags,finish
0,2847,8949,111,58,105
2,3245,18250,110,79,119
3,2765,24666,118,61,111
6,3002,38479,126,66,104
5,22324,32777,118,69,115
1,22461,43103,111,69,110
8,32842,42170,121,67,105
12,41188,41232,122,59,112
4,39183,50583,114,61,109
10,38991,59294,111,65,109
11,38330,70029,111,66,123
14,34066,79177,110,67,125
13,32833,88628,119,59,108
7,31357,97802,116,63,120
17,29974,105907,119,66,106
9,37785,107142,110,64,111
15,105681,16171,110,70,111
16,102601,17099,113,66,107
18,86022,20093,109,58,105
19,36167,36974,118,81,108
