counter,start,storeDLT,storeKfrags,finish
0,2847,6102,113,67,120
2,3245,16347,125,67,108
3,2765,26743,111,67,130
6,3002,35701,112,64,113
5,22324,30179,117,76,104
1,22461,39236,109,62,103
8,32842,39395,110,65,106
12,41188,36660,112,68,106
4,39183,46869,180,64,104
10,38991,62309,114,68,108
11,38330,66905,111,68,109
14,34066,76496,119,65,107
13,32833,85836,119,68,110
7,31357,95117,113,68,117
17,29974,104668,112,66,114
9,37785,104237,111,67,114
15,105681,14323,116,65,119
16,102601,13096,133,65,106
18,86022,27006,118,63,107
19,36167,33193,117,62,110
