counter,start,storeDLT,storeKfrags,finish
0,2817,10109,112,70,106
3,3185,18106,122,63,104
1,3557,25717,131,66,108
6,2971,34186,128,65,106
2,11945,33582,112,61,105
14,35042,21514,111,63,103
15,38401,29703,116,67,109
7,31606,37332,110,59,105
9,32920,46551,108,62,136
8,36329,44881,121,73,107
5,34330,54128,121,65,115
10,33654,61841,119,67,107
11,31654,72171,127,86,105
16,30803,79681,127,90,143
4,28089,88166,112,70,103
12,20108,97408,112,67,122
18,49141,60878,114,71,102
13,81849,15597,122,66,119
19,67789,35213,143,127,148
17,54365,32364,127,84,107
