counter,start,storeDLT,storeKfrags,finish
0,2817,8432,112,65,111
3,3185,14755,110,63,108
1,3557,21915,110,67,119
6,2971,31624,113,72,105
2,11945,37261,131,76,103
14,35042,19968,109,67,112
15,38401,27031,109,62,102
7,31606,34637,119,63,108
9,32920,43813,112,85,112
8,36329,42855,110,68,119
5,34330,51161,114,70,104
10,33654,58495,112,69,105
11,31654,71510,127,66,103
16,30803,77565,112,66,112
4,28089,83474,117,65,111
12,20108,94473,134,66,116
18,49141,58537,112,65,110
13,81849,14364,115,59,112
19,67789,23015,112,73,103
17,54365,29143,117,67,111
