counter,start,storeDLT,storeKfrags,finish
0,2817,6866,117,69,102
3,3185,19669,113,61,114
1,3557,28050,114,65,106
6,2971,36403,118,71,106
2,11945,36477,116,64,111
14,35042,22756,115,65,106
15,38401,30916,112,59,104
7,31606,39676,111,68,110
9,32920,48122,117,63,112
8,36329,47603,118,64,107
5,34330,55811,122,64,104
10,33654,64304,112,72,109
11,31654,73280,118,64,112
16,30803,80357,115,64,109
4,28089,90050,178,67,115
12,20108,99022,113,61,104
18,49141,62700,147,80,109
13,81849,18789,136,63,118
19,67789,34670,123,86,159
17,54365,34062,110,61,104
