counter,start,storeDLT,storeKfrags,finish
0,2817,1604,112,77,104
3,3185,11889,110,65,108
1,3557,20464,114,72,110
6,2971,28924,111,59,104
2,11945,29265,114,67,147
14,35042,16942,110,66,129
15,38401,23687,113,65,112
7,31606,35737,111,66,110
9,32920,40562,112,64,123
8,36329,43631,120,67,110
5,34330,48877,116,62,108
10,33654,58158,128,67,104
11,31654,65832,114,63,115
16,30803,81970,110,61,103
4,28089,82468,110,62,107
12,20108,91040,158,75,109
18,49141,56357,109,61,103
13,81849,12343,139,62,116
19,67789,19795,124,80,126
17,54365,24978,133,120,134
