counter,start,storeDLT,storeKfrags,finish
0,1864,9497,111,67,114
1,2923,17909,136,60,105
5,20777,10475,112,64,103
3,18998,23507,110,65,110
8,17895,35487,109,63,130
2,16365,46222,119,73,102
7,16527,54773,111,65,104
6,11713,64331,119,65,104
11,12290,76340,243,64,104
4,8773,82608,110,62,103
9,13754,98569,110,64,104
14,6574,109957,115,62,102
10,6526,119735,116,64,110
15,49861,87226,110,63,108
16,61232,85428,109,64,105
13,82992,74393,110,60,105
17,106435,43211,117,61,104
12,100276,51242,109,80,103
19,85353,44838,112,72,116
18,79468,50542,110,67,108
