counter,start,storeDLT,storeKfrags,finish
0,2802,9944,109,59,105
16,3154,17274,120,81,104
6,2899,26233,111,64,104
8,2823,36824,112,71,105
14,13151,37730,111,80,104
4,22125,46229,114,68,120
7,33359,40143,119,69,116
1,33138,49818,114,71,111
3,42581,50266,112,65,113
2,40685,59700,109,78,114
11,42540,58521,108,67,110
15,40370,67352,110,64,105
5,38108,77401,114,74,102
13,40070,88953,116,64,105
19,37815,97176,109,57,104
12,37910,106892,111,70,112
18,47975,86772,109,64,103
10,48409,96169,120,60,105
17,102851,33259,111,68,108
9,112261,33862,115,62,106
