counter,start,storeDLT,storeKfrags,finish
0,2453,4703,30,22,9
2,2435,7285,136,163,85
1,2764,9023,18,20,15
9,8707,3963,107,189,78
4,9049,5043,18,126,64
6,8529,8741,59,65,43
3,5318,13365,28,36,30
5,5337,15363,178,50,26
8,12921,5818,14,11,7
7,2381,3541,121,194,39
