counter,start,storeDLT,storeKfrags,finish
0,2140,2401,70,111,23
2,2144,2722,106,217,78
1,2131,2775,43,43,28
4,2185,3393,30,35,31
3,3242,2717,23,34,29
6,2883,3272,22,37,61
5,2123,2206,34,98,114
7,2109,2263,30,91,48
9,2114,2284,59,65,82
8,2114,2267,150,60,18
