counter,start,storeDLT,storeKfrags,finish
0,2789,11716,110,74,119
1,2817,20330,110,78,103
2,2879,29908,121,66,107
4,3314,38477,111,90,110
5,3354,46719,118,73,107
15,20624,39431,113,71,104
13,20726,48587,112,61,107
18,20913,56535,127,68,102
3,46560,42183,112,67,105
8,38764,46763,120,70,109
16,38178,58536,113,68,111
19,37617,67452,110,70,104
11,33303,75525,112,79,106
12,53704,57003,111,64,114
14,54951,65574,110,66,102
7,52426,73520,111,58,104
6,48401,80922,109,68,103
17,46485,89260,128,68,104
9,47786,94197,112,79,102
10,83381,5957,111,71,102
