counter,start,storeDLT,storeKfrags,finish
0,2789,11936,112,71,104
1,2817,19136,114,74,105
2,2879,29355,112,67,102
4,3314,36709,115,71,104
5,3354,45828,109,77,110
15,20624,39653,119,62,105
13,20726,48141,117,67,105
18,20913,57210,119,94,139
3,46560,40520,117,65,105
8,38764,49434,112,63,105
16,38178,58213,113,71,103
19,37617,66588,112,65,105
11,33303,74862,128,67,102
12,53704,55754,137,67,103
14,54951,64869,124,67,106
7,52426,72727,115,65,101
6,48401,81587,111,64,111
17,46485,89483,114,90,104
9,47786,96559,130,73,102
10,83381,7065,125,73,105
