counter,start,storeDLT,storeKfrags,finish
0,2278,3846,73,97,66
4,2285,5551,37,38,47
9,2240,5527,86,105,172
2,3230,6170,14,17,10
7,6723,2590,56,35,123
1,4953,4007,85,542,422
6,4666,4804,40,87,38
8,6383,2456,23,26,25
3,2237,3833,34,18,18
5,2876,2960,121,61,34
