counter,start,storeDLT,storeKfrags,finish
0,1785,10095,117,68,115
1,11827,10951,118,69,118
4,10634,22655,118,72,124
3,10289,29468,117,82,112
8,10999,38554,117,76,110
17,9122,47595,115,71,108
2,10124,56396,117,71,112
7,9206,64522,117,70,114
15,9054,74298,131,100,112
10,4933,83384,123,75,115
11,59867,38374,116,69,116
5,86659,18083,115,66,119
19,85836,27406,117,65,107
6,78063,37134,124,73,113
18,48800,46116,117,89,116
14,42935,55099,119,70,114
9,38897,64042,116,67,107
13,21071,63225,118,68,112
16,30490,8332,191,73,108
12,29383,17166,127,69,120
