counter,start,storeDLT,storeKfrags,finish
0,2654,6140,115,66,113
3,2522,10259,112,67,107
13,2650,14915,111,65,110
1,2585,19011,129,66,106
4,2670,23272,124,59,114
12,22508,8676,109,65,112
18,21760,12216,113,65,106
5,18648,15407,121,87,116
2,23773,18516,110,75,103
9,18695,24996,113,94,104
8,23713,29386,110,73,115
11,14327,33357,113,65,111
7,11194,37826,112,61,107
6,7672,41430,130,60,104
16,11214,44548,135,69,116
15,6671,48999,113,66,107
17,10523,53724,119,85,104
19,39053,6651,143,59,103
14,31911,10886,115,74,109
10,12427,15109,110,60,106
