counter,start,storeDLT,storeKfrags,finish
0,4242,9395,117,74,125
8,5044,18835,116,64,108
3,4177,31459,117,62,117
4,15591,28967,115,64,106
5,15792,42433,115,71,116
1,16483,48808,120,66,108
10,25172,51651,122,75,110
13,35272,49971,117,80,109
19,37335,60215,121,69,120
7,27300,66318,179,63,107
2,38644,74476,127,70,107
12,51892,56598,117,66,109
14,47751,66583,114,98,106
16,45497,76308,120,76,108
9,47600,84294,114,67,118
6,49551,83802,121,70,119
18,78813,57470,118,64,106
11,74962,66603,114,70,108
15,76803,20262,120,65,113
17,9577,6446,130,67,109
