counter,start,storeDLT,storeKfrags,finish
0,2901,6050,110,65,110
1,11331,4567,118,62,120
17,10682,14463,111,64,111
10,10912,27968,111,67,104
3,10343,38391,129,60,115
2,9530,51125,114,62,107
5,7835,59829,114,63,111
4,25799,57562,113,73,119
6,59225,20312,109,65,103
7,59937,31989,113,62,105
12,53241,43043,109,66,103
18,48111,51084,110,66,107
15,46767,51100,111,68,122
14,40949,62366,117,65,103
19,44780,71943,112,66,119
8,31789,80836,111,67,109
11,39892,93400,111,66,107
13,27225,107296,114,68,116
9,23460,114879,115,64,103
16,67800,9142,108,74,108
