counter,start,storeDLT,storeKfrags,finish
0,2410,2535,124,69,105
12,1330,3517,111,63,105
3,3310,1496,109,63,109
2,1335,2510,113,63,109
1,2342,3164,125,67,116
4,2453,3811,109,64,116
5,2309,4627,111,65,112
15,3491,4185,112,68,114
6,2759,4825,139,59,104
11,2330,2543,122,69,128
16,2327,3301,116,69,136
10,1352,3624,112,67,104
7,2313,4305,122,72,119
13,2854,2489,110,65,108
14,2374,2511,109,67,122
9,2366,2497,118,67,113
18,2374,2612,136,67,106
8,2368,2510,124,58,104
17,2377,1509,115,63,107
19,2377,2517,110,66,111
