counter,start,storeDLT,storeKfrags,finish
0,2867,7284,132,63,102
8,2815,19267,113,65,101
5,2953,29202,112,68,107
19,23756,24108,115,66,110
2,24219,35220,109,66,109
12,35551,33228,114,65,117
1,35376,48100,112,65,107
18,34004,52861,110,61,101
4,31907,64269,112,60,103
10,31889,77042,114,66,103
9,32348,90493,110,74,119
3,32018,97218,118,58,103
13,23335,108741,111,69,103
16,23955,120308,112,63,103
6,38940,97514,111,82,112
7,111370,24540,111,63,107
17,97370,30981,112,74,109
15,88894,28195,111,59,102
11,68741,40854,111,61,103
14,47865,51825,121,64,102
