counter,start,storeDLT,storeKfrags,finish
0,2867,12192,116,67,101
8,2815,17085,111,63,103
5,2953,31476,117,66,102
19,23756,21708,116,60,102
2,24219,30097,109,66,112
12,35551,30893,116,65,109
1,35376,40456,110,59,107
18,34004,53312,110,67,106
4,31907,63593,112,67,105
10,31889,73141,110,62,108
9,32348,87165,118,64,109
3,32018,91424,127,60,103
13,23335,104950,110,71,109
16,23955,115749,112,62,108
6,38940,100635,124,69,105
7,111370,16364,110,65,103
17,97370,28865,119,69,105
15,88894,28308,116,62,101
11,68741,37623,122,61,101
14,47865,45592,116,60,114
