counter,start,storeDLT,storeKfrags,finish
0,2867,10744,113,64,103
8,2815,17625,127,72,102
5,2953,27794,109,61,110
19,23756,22570,113,62,102
2,24219,33435,110,66,112
12,35551,30220,112,68,106
1,35376,45661,112,65,102
18,34004,49880,113,63,102
4,31907,66039,110,73,101
10,31889,74259,113,65,116
9,32348,89508,113,64,104
3,32018,94877,113,59,103
13,23335,107067,120,69,102
16,23955,117864,111,67,110
6,38940,96398,109,66,125
7,111370,17018,110,69,108
17,97370,30531,110,59,104
15,88894,28522,111,62,103
11,68741,41180,118,70,107
14,47865,50151,111,66,105
