counter,start,storeDLT,storeKfrags,finish
0,2486,4551,123,80,107
5,4356,3763,111,65,107
1,4235,6474,112,74,104
2,2789,7505,109,68,109
12,2408,9941,112,67,105
17,8510,4525,111,69,103
6,9736,6174,117,82,115
11,9518,7225,109,67,109
19,8425,9291,111,62,114
3,7623,12009,112,84,109
4,4745,14045,111,58,127
14,8561,4311,111,65,110
10,2434,5084,120,67,107
16,2449,4408,113,58,111
15,2362,6425,111,67,105
7,2460,4462,109,61,105
8,2459,5535,114,67,128
13,2687,4378,114,67,109
9,2422,4299,112,63,109
18,2478,4313,172,63,106
