counter,start,storeDLT,storeKfrags,finish
6,7688,3811,111,80,105
0,8152,9991,112,59,121
1,6015,15589,122,71,111
5,4446,19111,111,71,118
14,6794,25615,111,73,118
11,19870,15553,111,70,143
4,20189,22388,130,61,104
2,27782,17684,111,262,107
10,27826,106164,2519,3331,7427
18,28829,95635,2239,5748,11595
3,24839,115057,5218,6010,6619
7,19575,118154,1874,5891,6860
8,16358,117988,2286,5998,7024
16,20762,100021,5596,6981,7048
15,26242,117862,3436,5556,7013
13,96109,139147,1031,1799,2131
12,116469,143903,673,2409,1506
9,95841,139119,498,3034,844
17,145041,13836,196,284,375
19,12194,2911,112,65,107
