counter,start,storeDLT,storeKfrags,finish
1,1444,1668,63,40,93,10
7,1444,1668,63,40,93,10
0,1200,1412,12,6,9,13
4,1102,2558,10,15,14,25
10,1350,1460,6,7,8,10
8,1104,2172,18,37,44,41
3,1152,2478,10,17,12,9
5,2375,3243,9,10,18,6
6,1450,3235,7,14,11,5
2,2094,2746,16,12,15,5
9,2134,1783,6,8,11,10
12,1268,3316,26,14,25,9
11,3555,1218,7,12,18,4
14,2956,3071,7,7,12,10
17,4460,1913,7,10,19,12
19,1136,3007,6,6,8,4
13,1180,1721,15,14,22,10
15,1154,1980,7,10,17,8
18,2700,2071,5,9,15,8
16,1211,2183,8,15,9,7
