counter,start,storeDLT,storeKfrags,finish
0,2785,4807,111,69,105
2,2702,4263,109,65,111
1,5579,5284,111,67,131
3,4967,7196,114,64,111
7,6418,7769,119,61,102
8,9765,3163,111,68,111
18,6291,5393,112,63,102
9,5808,9054,114,65,102
5,3909,12853,108,60,101
6,2554,15811,110,65,17990
15,12060,25316,809,186,203
12,33732,2554,111,68,112
4,13529,6947,110,104,108
19,30707,9853,113,75,105
13,21674,7190,113,95,110
10,13900,9895,112,59,184
17,21056,16644,113,64,161
11,4931,22305,129,84,110
14,6632,3730,109,95,110
16,2816,4359,117,97,213
