counter,start,storeDLT,storeKfrags,finish
0,2785,5265,114,85,109
2,2702,5331,110,63,102
1,5579,6340,111,66,104
3,4967,8303,112,68,111
7,6418,8676,112,67,104
8,9765,3944,111,73,103
18,6291,6389,114,64,119
9,5808,11057,112,70,103
5,3909,13906,108,66,106
6,2554,33598,455,174,260
15,12060,25547,616,283,451
12,33732,5076,179,60,107
4,13529,7397,114,87,130
19,30707,14774,112,59,205
13,21674,8556,116,66,173
10,13900,8910,113,86,321
17,21056,20392,110,81,105
11,4931,22873,110,74,111
14,6632,4522,132,239,153
16,2816,3637,116,67,103
