counter,start,storeDLT,storeKfrags,finish
11,8792,13784,118,63,107
2,11049,22420,181,62,119
1,12617,29447,117,72,108
6,4717,38591,115,69,108
14,10569,49408,116,67,109
0,14734,53659,121,67,115
18,15199,61843,113,69,108
17,13064,74762,122,63,107
5,16783,83544,116,74,107
4,4722,100975,117,77,107
3,11632,101724,125,69,108
13,15449,106379,115,62,122
8,112179,22804,118,80,115
7,117757,17542,113,62,106
16,24777,26150,118,146,111
9,72423,35572,119,135,108
12,97164,45236,117,64,107
19,25823,51807,115,76,114
10,74174,67085,115,75,114
15,33575,6216,119,67,114
