counter,start,storeDLT,storeKfrags,finish
11,8792,17731,125,69,111
2,11049,25533,114,75,106
1,12617,33106,119,69,110
6,4717,40706,121,68,113
0,14734,55586,124,65,109
18,15199,65712,117,72,106
14,10569,72016,117,67,108
17,13064,75845,128,70,116
5,16783,88177,114,67,108
4,4722,97320,123,78,106
13,15449,109524,116,62,108
3,11632,118428,115,68,113
8,112179,27781,120,83,111
7,117757,22634,118,69,107
16,24777,29021,115,63,113
9,72423,40273,128,64,106
19,25823,54877,115,72,117
10,74174,61324,125,70,120
12,97164,65117,135,70,106
15,33575,8785,117,65,112
