counter,start,storeDLT,storeKfrags,finish
0,2896,9712,113,65,110
1,2698,20088,113,81,104
14,2982,29173,111,65,111
7,13059,28799,110,65,105
2,13397,39188,117,68,109
10,23833,40966,110,63,111
6,31630,42354,113,81,106
4,28749,51992,116,63,103
8,39524,42539,115,66,103
5,37809,51894,112,63,112
13,38122,61622,111,67,105
19,38491,70904,114,70,104
9,43764,69684,118,78,120
3,42271,78990,117,58,111
15,35400,90234,187,65,105
11,37346,79712,110,77,106
16,52772,85848,110,69,109
12,83691,38711,111,68,108
17,75952,18236,118,64,105
18,34484,17298,116,91,104
