counter,start,storeDLT,storeKfrags,finish
1,18036,5813,109,64,118
3,16098,13791,129,66,135
17,7613,23417,128,74,113
6,6573,25958,514,1034,705
2,12798,31697,549,210,178
19,18411,36951,109,66,110
4,16235,47363,109,58,106
0,19941,48759,110,67,113
10,18293,56799,112,73,120
18,14782,62633,110,58,106
9,3604,67089,112,62,106
12,5331,73070,114,76,108
11,7484,78965,244,111,154
15,679760,21261,22174,6771,14635
16,635998,51206,3931,-1,-1
8,750051,96181,110,60,249
7,709425,118647,115,70,167
5,764551,154241,110,60,248
13,709438,162602,112,62,324
14,693037,181390,118,73,231
