counter,start,storeDLT,storeKfrags,finish
0,2631,7482,111,71,111
3,2883,11482,113,82,117
1,2621,15735,115,62,109
2,2481,18955,111,81,111
10,2650,22744,111,62,105
5,2916,26944,114,58,127
12,24043,6376,116,66,123
6,24053,10701,114,74,104
4,20156,14562,119,62,105
8,20343,18840,118,69,105
7,16400,23037,110,68,111
11,13287,27246,116,61,115
18,20240,5975,114,62,108
17,11537,10406,116,70,105
16,2504,5382,111,68,110
9,2436,9520,110,66,110
19,2586,4671,110,65,116
14,2564,6252,110,62,119
15,2552,6693,108,62,106
13,4022,4524,110,58,103
