counter,start,storeDLT,storeKfrags,finish
0,2631,3921,115,66,113
3,2883,9577,144,64,105
1,2621,13842,121,60,114
2,2481,17030,119,68,110
10,2650,20643,118,66,107
5,2916,24283,111,81,108
12,24043,4476,114,72,115
6,24053,8782,113,74,111
4,20156,12663,114,65,114
8,20343,16937,113,68,105
7,16400,21131,116,68,112
11,13287,25341,108,59,118
18,20240,4442,110,69,112
17,11537,8511,112,65,117
16,2504,4218,139,64,103
9,2436,7509,110,65,110
19,2586,2784,186,60,106
14,2564,4000,111,68,110
15,2552,4998,114,64,111
13,4022,4393,109,63,106
