counter,start,storeDLT,storeKfrags,finish
0,2631,6428,112,72,106
3,2883,11835,112,73,114
1,2621,16075,115,67,106
2,2481,19296,110,67,108
10,2650,23093,112,65,114
5,2916,26274,113,70,110
12,24043,6840,114,59,114
6,24053,11033,113,61,122
4,20156,13659,122,65,108
8,20343,19174,117,71,115
7,16400,23364,110,61,104
11,13287,27574,113,65,124
18,20240,5756,111,70,105
17,11537,10730,150,66,106
16,2504,6601,115,71,112
9,2436,9873,110,68,104
19,2586,3778,113,69,109
14,2564,5806,109,67,113
15,2552,4329,116,74,106
13,4022,6664,119,64,108
