counter,start,storeDLT,storeKfrags,finish
1,18036,6287,111,63,110
3,16098,12834,111,62,103
17,7613,20097,114,67,122
6,6573,26162,372,961,731
2,12798,35695,110,97,123
19,18411,40660,120,74,130
4,16235,47595,113,70,106
0,19941,52587,108,79,107
10,18293,56613,109,73,158
18,14782,64827,109,63,108
9,3604,67551,112,95,176
12,5331,74269,113,68,393
11,7484,79451,212,96,143
15,679760,24759,20728,4724,14427
16,635998,80335,117,201,259
8,750051,90844,144,72,103
14,693037,108578,113,62,228
7,709425,124392,882,1137,1918
5,764551,144642,111,72,426
13,709438,185408,116,63,299
