counter,start,storeDLT,storeKfrags,finish
1,18036,8750,108,59,110
3,16098,13673,117,99,186
17,7613,19243,109,68,110
6,6573,29708,800,1039,905
2,12798,35008,116,79,110
19,18411,40156,110,65,116
4,16235,47030,113,65,109
0,19941,52341,112,183,106
10,18293,57437,115,70,110
18,14782,65282,112,63,106
9,3604,69317,111,75,107
12,5331,75072,114,64,103
11,7484,81013,113,62,108
15,679760,21629,21945,6639,14652
16,635998,88796,116,59,345
8,750051,92729,115,75,663
7,709425,133153,140,60,109
5,764551,131821,115,59,130
14,693037,132530,113,73,119
13,709438,188399,110,60,382
