counter,start,storeDLT,storeKfrags,finish
1,1382,2999,111,62,103
0,2439,3931,110,68,114
3,1430,4356,112,63,107
10,4277,3026,116,67,113
16,2329,3683,111,63,111
11,2357,3262,109,70,112
13,2405,3075,116,70,113
7,2320,3807,110,68,105
2,2374,3158,110,68,103
4,2324,4206,112,71,103
18,3457,2844,110,68,110
9,2995,3689,111,64,111
14,2318,4444,116,69,117
12,4427,2842,119,61,107
6,3258,1813,110,62,102
5,2401,3056,128,60,102
19,3088,2821,110,65,113
8,2409,2845,121,58,102
17,2417,2936,110,65,105
15,2478,3071,113,64,105
