counter,start,storeDLT,storeKfrags,finish
0,2860,4680,114,73,102
2,3026,18390,110,65,104
5,3499,24647,110,68,102
3,3730,35273,108,69,108
7,3527,44095,113,64,103
10,3801,54650,114,64,101
4,3997,66427,110,69,109
1,42292,37290,112,61,102
12,71351,22889,110,76,105
14,67431,31300,116,67,108
18,66264,38754,110,66,107
9,61290,46718,112,67,105
16,49895,57012,111,69,107
6,50305,65820,113,67,113
8,44468,65616,122,65,109
15,44490,75395,115,65,106
13,41230,83648,112,66,112
19,39759,94975,111,65,114
11,32251,101433,119,67,112
17,2903,8409,111,84,103
