counter,start,storeDLT,storeKfrags,finish
0,2847,8743,123,59,118
2,3245,18357,130,76,106
3,2765,23913,133,71,108
6,3002,38030,111,62,109
5,22324,32336,114,69,115
1,22461,42651,111,59,104
8,32842,41834,111,65,124
12,41188,40464,118,71,112
4,39183,50449,113,71,105
10,38991,59730,117,93,107
11,38330,69702,115,58,106
14,34066,78615,114,62,105
13,32833,87180,113,74,108
7,31357,97459,110,71,113
17,29974,107148,118,63,105
9,37785,105709,116,70,104
15,105681,13543,109,67,104
16,102601,16549,118,71,114
18,86022,22886,116,78,106
19,36167,36631,112,66,115
