counter,start,storeDLT,storeKfrags,finish
0,2847,10422,114,73,119
2,3245,20890,111,71,107
3,2765,27736,114,67,130
6,3002,40820,119,69,105
5,22324,35236,111,68,111
1,22461,46555,111,66,106
8,32842,44725,111,69,115
12,41188,45024,134,64,112
4,39183,54597,116,62,106
10,38991,63416,118,59,112
11,38330,71135,122,61,126
14,34066,81623,120,58,105
13,32833,91078,113,67,105
7,31357,100245,114,63,112
17,29974,108927,112,66,107
9,37785,109488,125,71,115
15,105681,19512,110,60,105
16,102601,18658,111,60,103
18,86022,23768,112,70,115
19,36167,36536,110,59,105
