counter,start,storeDLT,storeKfrags,finish
15,3082,7577,112,61,107
0,4010,8816,112,64,106
4,3896,12363,125,69,104
1,3719,15487,502,456,104
11,3897,18346,113,65,123
6,2433,22453,112,79,118
7,19549,7888,120,66,107
13,18018,8638,114,64,112
2,16897,9495,115,66,103
8,14991,13566,114,75,103
3,10456,16440,111,81,111
18,6757,17535,132,69,121
5,17277,5487,111,65,110
9,16829,9619,111,61,106
12,2625,5018,114,88,106
16,2701,6194,111,60,106
19,2705,5180,114,79,106
14,1619,7244,111,62,104
17,2842,4784,112,64,109
10,2604,4762,111,60,107
