counter,start,storeDLT,storeKfrags,finish
15,3082,1758,111,65,116
0,4010,5853,114,67,111
4,3896,11415,113,62,108
1,3719,13582,110,788,763
11,3897,16217,113,68,112
6,2433,19943,112,60,102
7,19549,5682,111,67,103
13,18018,6414,111,63,103
2,16897,8298,110,68,101
8,14991,11385,109,59,105
3,10456,14427,115,66,108
18,6757,15991,117,74,116
5,17277,4055,111,64,109
9,16829,7160,111,67,107
12,2625,2657,170,60,111
16,2701,4211,116,62,106
19,2705,3020,119,65,114
14,1619,4865,129,66,106
17,2842,1437,111,60,104
10,2604,2441,108,66,116
