counter,start,storeDLT,storeKfrags,finish
0,2223,2244,24,30,23
1,2232,2543,75,222,304
5,2196,2546,51,44,22
7,2205,2182,39,90,120
9,2187,3277,56,35,19
2,4644,2182,36,39,28
4,2202,2170,43,35,43
6,2195,2160,35,125,119
3,2205,2142,26,53,41
8,2199,2184,32,39,39
