counter,start,storeDLT,storeKfrags,finish
2,4085,6944,114,122,121
0,4756,12715,108,65,107
4,4408,22344,144,144,158
8,5461,26207,112,169,105
14,19358,20714,117,68,106
5,18944,23424,111,68,104
1,20116,27900,114,59,115
7,24800,29043,112,68,112
12,22474,29011,118,61,104
16,19882,30225,109,64,149
18,17485,37276,128,64,103
6,20050,42480,111,83,206
10,31797,29442,120,71,198
3,26768,30786,132,315,108
11,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1
15,36825,-1,-1,-1,-1
9,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1
17,35527,-1,-1,-1,-1
