counter,start,storeDLT,storeKfrags,finish
2,4085,7667,110,66,106
0,4756,15192,204,254,288
4,4408,22210,125,112,171
8,5461,27323,110,65,109
14,19358,20049,139,85,113
5,18944,24879,115,70,108
1,20116,30352,113,66,109
7,24800,30057,113,62,103
12,22474,25785,766,935,560
16,19882,32014,108,74,113
18,17485,38609,114,148,103
6,20050,43907,146,61,105
10,31797,31489,114,159,107
3,26768,33430,114,70,110
11,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1
17,35527,-1,-1,-1,-1
15,36825,-1,-1,-1,-1
