counter,start,storeDLT,storeKfrags,finish
0,3110,13081,127,73,115
2,3052,23535,131,107,135
4,3417,34781,139,79,116
1,3980,46989,125,70,218
3,36100,31682,115,69,134
6,46961,32870,114,82,107
14,38595,42578,132,74,143
5,34114,48596,165,75,118
8,31138,57930,112,97,107
17,33356,74499,112,72,117
12,27412,85755,145,119,113
11,26139,90074,130,106,139
13,25355,103123,130,71,110
10,21124,116557,158,108,133
9,31854,118269,134,87,129
7,25828,127665,137,100,124
15,108916,38128,126,133,131
19,121851,25424,110,90,142
18,111986,35351,123,111,114
16,105694,44719,136,108,109
