counter,start,storeDLT,storeKfrags,finish
1,10114,12781,115,64,114
14,8399,20672,118,69,115
4,11726,33910,118,69,107
8,8552,39524,125,68,108
2,7058,46743,117,77,107
0,12077,60199,120,75,112
15,25113,52865,124,64,106
11,25036,62435,117,63,113
3,53335,48159,115,69,111
7,64209,48359,128,70,107
16,61382,56310,115,64,108
5,64416,68240,123,74,110
6,70172,86725,116,63,109
17,56616,86788,124,61,107
12,53416,88699,115,64,108
10,46851,99150,122,67,119
9,52380,107015,116,64,107
13,46949,104054,128,65,116
19,78980,62874,117,71,112
18,88847,57644,118,68,113
