counter,start,storeDLT,storeKfrags,finish
1,10114,10487,113,60,107
14,8399,23049,118,72,107
4,11726,28494,119,77,119
8,8552,39169,114,69,126
2,7058,48232,114,62,110
0,12077,58011,121,62,110
15,25113,52343,117,69,115
11,25036,60085,114,70,107
3,53335,46397,119,74,111
7,64209,48821,178,71,106
16,61382,54454,116,70,118
5,64416,62786,116,69,119
6,70172,71581,124,63,142
17,56616,85307,122,81,118
12,53416,86733,132,70,135
10,46851,95369,115,74,113
9,52380,105657,117,69,112
13,46949,100060,114,72,128
19,78980,59385,118,72,109
18,88847,53590,120,62,106
