counter,start,storeDLT,storeKfrags,finish
1,10114,12424,115,68,114
14,8399,20328,114,62,106
4,11726,33444,122,80,120
8,8552,42821,115,68,108
2,7058,47196,126,65,107
0,12077,59853,118,78,121
15,25113,54216,125,66,134
11,25036,60861,114,60,107
3,53335,48276,115,69,120
7,64209,48016,119,72,108
16,61382,55437,115,63,113
5,64416,62258,120,68,114
6,70172,84884,117,73,107
17,56616,87056,129,75,121
12,53416,89085,114,71,110
10,46851,98689,123,65,111
9,52380,106369,122,70,125
13,46949,104167,127,72,113
19,78980,62575,120,66,106
18,88847,56383,117,64,106
