counter,start,storeDLT,storeKfrags,finish
1,10114,9963,129,73,107
14,8399,17939,123,70,108
4,11726,29974,117,67,106
8,8552,38639,115,65,109
2,7058,48823,137,66,107
0,12077,57557,121,70,111
15,25113,50879,126,67,109
11,25036,61736,122,72,112
3,53335,45915,117,65,107
7,64209,41559,116,70,107
16,61382,53767,117,70,112
5,64416,67745,128,72,117
6,70172,74096,115,66,373
17,56616,83943,119,73,117
12,53416,85562,118,63,107
10,46851,94502,173,80,123
9,52380,102532,119,71,106
13,46949,98170,123,69,110
19,78980,59728,116,73,108
18,88847,53078,116,72,107
