counter,start,storeDLT,storeKfrags,finish
0,2789,3449,110,61,103
1,2817,11885,111,89,105
2,2879,20991,114,90,101
4,3314,32717,118,63,102
5,3354,38478,113,63,106
15,20624,32633,111,68,102
13,20726,41588,128,64,104
18,20913,49527,121,69,102
3,46560,34073,111,60,106
8,38764,45335,117,63,110
16,38178,53032,112,65,109
19,37617,58807,110,79,102
11,33303,67072,121,72,101
12,53704,57230,113,71,107
14,54951,57192,114,63,109
7,52426,64922,112,65,102
6,48401,73790,111,60,101
17,46485,84339,110,61,103
9,47786,97436,113,97,103
10,83381,3610,127,62,105
