counter,start,storeDLT,storeKfrags,finish
2,4014,8706,114,69,108
0,9010,12184,112,65,116
10,6947,19586,174,64,115
1,9410,30272,123,62,105
8,6018,38144,117,66,106
6,7936,42528,114,66,125
16,3949,44708,111,63,112
3,3759,52070,122,68,104
7,48591,15062,117,64,117
4,52160,14547,112,79,104
5,53897,16726,113,61,105
9,42667,24286,138,60,106
13,51538,32028,117,64,119
12,44866,34092,124,64,104
11,48808,43280,111,64,108
17,44019,50685,115,59,105
14,49963,11723,113,64,106
15,38340,13124,122,73,107
18,-1,-1,-1,-1,-1
19,48573,-1,-1,-1,-1
