counter,start,storeDLT,storeKfrags,finish
2,4014,5875,115,74,115
0,9010,14088,116,68,122
10,6947,18790,124,59,106
1,9410,26703,114,75,118
8,6018,37358,118,67,106
6,7936,39510,120,69,120
16,3949,43921,116,75,109
3,3759,51175,111,67,107
7,48591,14286,137,70,137
4,52160,14007,114,61,104
5,53897,16947,121,60,111
9,42667,23049,112,62,117
13,51538,33035,118,75,105
12,44866,36471,125,66,103
11,48808,44963,112,67,108
17,44019,49630,123,75,206
14,49963,7205,110,71,118
15,38340,10858,114,70,118
18,-1,-1,-1,-1,-1
19,48573,-1,-1,-1,-1
