counter,start,storeDLT,storeKfrags,finish
0,2406,3344,111,58,103
1,2350,4099,112,73,107
7,2467,4472,111,62,114
10,3239,3789,117,61,107
14,3840,3984,114,63,107
5,3884,4063,119,66,103
12,3208,5043,127,78,107
11,3573,4683,112,63,104
2,3615,4646,111,62,103
4,4074,5430,109,61,110
3,4809,3073,110,80,106
9,4572,4015,110,62,105
13,4036,4997,111,81,103
6,2390,5841,115,66,104
8,2369,6760,120,89,104
17,2408,3054,120,61,115
18,1380,3294,111,65,104
15,3395,3833,113,64,113
19,2468,3076,113,67,109
16,2432,3170,133,60,108
