counter,start,storeDLT,storeKfrags,finish
0,2901,7741,119,60,109
1,11331,6945,115,65,104
17,10682,14677,116,66,123
10,10912,31647,112,68,113
3,10343,41280,111,65,116
2,9530,50772,111,66,111
5,7835,66292,112,66,117
4,25799,51334,115,65,106
6,59225,23387,111,66,112
7,59937,33662,109,71,104
12,53241,44799,113,62,106
18,48111,55111,112,73,113
15,46767,59907,113,67,111
14,40949,63693,111,66,109
19,44780,76892,112,63,104
8,31789,85200,116,64,105
11,39892,95628,124,70,103
13,27225,108967,110,63,113
9,23460,117222,114,69,108
16,67800,5569,109,60,107
