counter,start,storeDLT,storeKfrags,finish
0,2901,8964,118,70,113
1,11331,10795,110,69,109
17,10682,24835,113,63,129
10,10912,32296,122,66,105
3,10343,43082,116,87,104
2,9530,52228,109,64,104
5,7835,61845,116,68,107
4,25799,58335,122,72,103
6,59225,24262,110,61,102
7,59937,36004,114,59,107
12,53241,46930,111,65,106
18,48111,57336,109,59,104
15,46767,52439,115,64,105
14,40949,66041,112,59,107
19,44780,74727,109,66,103
8,31789,85086,119,64,110
11,39892,97779,110,77,106
13,27225,104492,111,77,109
9,23460,119010,119,69,104
16,67800,5812,118,63,105
